X,Y,Z,RX,RY,RZ
226.92,-421.27,202.16,116.34,17.96,-12.50
226.70,-421.45,202.09,116.37,17.97,-12.48
226.48,-421.62,202.01,116.41,17.99,-12.46
226.26,-421.79,201.94,116.44,18.01,-12.44
226.05,-421.97,201.87,116.48,18.03,-12.42
225.83,-422.14,201.79,116.51,18.04,-12.40
225.61,-422.32,201.72,116.54,18.06,-12.38
225.39,-422.49,201.64,116.58,18.08,-12.36
225.17,-422.66,201.57,116.61,18.10,-12.33
224.95,-422.84,201.50,116.65,18.12,-12.31
224.73,-423.01,201.42,116.68,18.13,-12.29
224.52,-423.18,201.35,116.72,18.15,-12.27
224.30,-423.36,201.27,116.75,18.17,-12.25
224.08,-423.53,201.20,116.79,18.19,-12.23
223.86,-423.70,201.13,116.82,18.21,-12.21
223.64,-423.88,201.05,116.86,18.22,-12.19
223.42,-424.05,200.98,116.89,18.24,-12.16
223.20,-424.22,200.90,116.92,18.26,-12.14
222.98,-424.40,200.83,116.96,18.28,-12.12
222.77,-424.57,200.76,116.99,18.29,-12.10
222.55,-424.74,200.68,117.03,18.31,-12.08
222.33,-424.92,200.61,117.06,18.33,-12.06
222.11,-425.09,200.53,117.10,18.35,-12.04
221.89,-425.26,200.46,117.13,18.37,-12.02
221.69,-425.45,200.35,117.17,18.38,-11.99
221.50,-425.63,200.25,117.21,18.40,-11.97
221.30,-425.81,200.14,117.25,18.42,-11.95
221.10,-426.00,200.03,117.29,18.43,-11.93
220.91,-426.18,199.93,117.32,18.45,-11.91
220.71,-426.36,199.82,117.36,18.47,-11.89
220.51,-426.54,199.71,117.40,18.49,-11.87
220.31,-426.73,199.61,117.44,18.50,-11.85
220.12,-426.91,199.50,117.48,18.52,-11.83
219.92,-427.09,199.39,117.52,18.54,-11.81
219.72,-427.28,199.29,117.56,18.55,-11.79
219.53,-427.46,199.18,117.59,18.57,-11.77
219.33,-427.64,199.07,117.63,18.59,-11.75
219.13,-427.82,198.97,117.67,18.60,-11.73
218.93,-428.01,198.86,117.71,18.62,-11.71
218.74,-428.19,198.75,117.75,18.64,-11.69
218.54,-428.37,198.65,117.79,18.66,-11.66
218.34,-428.55,198.54,117.82,18.67,-11.64
218.15,-428.74,198.44,117.86,18.69,-11.62
217.95,-428.92,198.33,117.90,18.71,-11.60
217.75,-429.10,198.22,117.94,18.72,-11.58
217.55,-429.29,198.12,117.98,18.74,-11.56
217.36,-429.47,198.01,118.02,18.76,-11.54
217.16,-429.65,197.90,118.06,18.77,-11.52
216.96,-429.83,197.80,118.09,18.79,-11.50
216.79,-430.02,197.67,118.14,18.81,-11.48
216.61,-430.21,197.53,118.18,18.82,-11.46
216.43,-430.40,197.40,118.22,18.83,-11.43
216.25,-430.59,197.27,118.27,18.85,-11.41
216.07,-430.78,197.14,118.31,18.86,-11.39
215.90,-430.97,197.01,118.35,18.88,-11.37
215.72,-431.16,196.88,118.40,18.89,-11.35
215.54,-431.35,196.75,118.44,18.90,-11.33
215.36,-431.54,196.62,118.48,18.92,-11.30
215.19,-431.73,196.49,118.52,18.93,-11.28
215.01,-431.92,196.36,118.57,18.95,-11.26
214.83,-432.11,196.23,118.61,18.96,-11.24
214.65,-432.30,196.10,118.65,18.97,-11.22
214.48,-432.49,195.97,118.70,18.99,-11.20
214.30,-432.68,195.84,118.74,19.00,-11.17
214.12,-432.87,195.71,118.78,19.02,-11.15
213.94,-433.06,195.58,118.83,19.03,-11.13
213.76,-433.25,195.44,118.87,19.04,-11.11
213.59,-433.44,195.31,118.91,19.06,-11.09
213.41,-433.63,195.18,118.95,19.07,-11.07
213.23,-433.82,195.05,119.00,19.09,-11.04
213.05,-434.01,194.92,119.04,19.10,-11.02
212.88,-434.19,194.79,119.08,19.11,-11.00
212.70,-434.38,194.66,119.13,19.13,-10.98
212.52,-434.57,194.53,119.17,19.14,-10.96
212.34,-434.76,194.40,119.21,19.16,-10.94
212.18,-434.96,194.25,119.26,19.16,-10.91
212.02,-435.15,194.11,119.31,19.17,-10.89
211.86,-435.35,193.96,119.36,19.18,-10.86
211.70,-435.54,193.81,119.41,19.19,-10.84
211.54,-435.73,193.66,119.45,19.20,-10.81
211.38,-435.93,193.52,119.50,19.21,-10.79
211.22,-436.12,193.37,119.55,19.22,-10.77
211.06,-436.31,193.22,119.60,19.23,-10.74
210.90,-436.51,193.07,119.65,19.24,-10.72
210.74,-436.70,192.93,119.69,19.25,-10.69
210.58,-436.90,192.78,119.74,19.26,-10.67
210.42,-437.09,192.63,119.79,19.27,-10.64
210.26,-437.28,192.49,119.84,19.27,-10.62
210.10,-437.48,192.34,119.89,19.28,-10.60
209.94,-437.67,192.19,119.94,19.29,-10.57
209.78,-437.87,192.04,119.98,19.30,-10.55
209.62,-438.06,191.90,120.03,19.31,-10.52
209.46,-438.25,191.75,120.08,19.32,-10.50
209.30,-438.45,191.60,120.13,19.33,-10.47
209.14,-438.64,191.45,120.18,19.34,-10.45
208.98,-438.84,191.31,120.22,19.35,-10.43
208.83,-439.03,191.16,120.27,19.36,-10.40
208.67,-439.22,191.01,120.32,19.37,-10.38
208.51,-439.42,190.87,120.37,19.38,-10.35
208.35,-439.61,190.72,120.42,19.38,-10.33
208.19,-439.81,190.57,120.46,19.39,-10.30
208.03,-440.00,190.42,120.51,19.40,-10.28
207.90,-440.18,190.28,120.56,19.41,-10.26
207.77,-440.35,190.14,120.61,19.41,-10.23
207.64,-440.53,190.00,120.66,19.41,-10.20
207.51,-440.71,189.86,120.71,19.41,-10.18
207.38,-440.89,189.71,120.76,19.41,-10.15
207.25,-441.06,189.57,120.80,19.42,-10.13
207.12,-441.24,189.43,120.85,19.42,-10.10
206.99,-441.42,189.29,120.90,19.42,-10.08
206.86,-441.59,189.15,120.95,19.42,-10.05
206.73,-441.77,189.00,121.00,19.43,-10.03
206.60,-441.95,188.86,121.05,19.43,-10.00
206.47,-442.13,188.72,121.10,19.43,-9.98
206.34,-442.30,188.58,121.14,19.43,-9.95
206.21,-442.48,188.44,121.19,19.44,-9.93
206.08,-442.66,188.29,121.24,19.44,-9.90
205.95,-442.83,188.15,121.29,19.44,-9.87
205.82,-443.01,188.01,121.34,19.44,-9.85
205.69,-443.19,187.87,121.39,19.45,-9.82
205.56,-443.37,187.73,121.44,19.45,-9.80
205.43,-443.54,187.59,121.48,19.45,-9.77
205.30,-443.72,187.44,121.53,19.45,-9.75
205.17,-443.90,187.30,121.58,19.45,-9.72
205.04,-444.08,187.16,121.63,19.46,-9.70
204.91,-444.25,187.02,121.68,19.46,-9.67
204.78,-444.43,186.88,121.73,19.46,-9.65
204.65,-444.61,186.73,121.78,19.46,-9.62
204.52,-444.78,186.59,121.82,19.47,-9.59
204.39,-444.96,186.45,121.87,19.47,-9.57
204.26,-445.14,186.31,121.92,19.47,-9.54
204.13,-445.32,186.17,121.97,19.47,-9.52
204.00,-445.49,186.02,122.02,19.48,-9.49
203.89,-445.66,185.89,122.07,19.47,-9.47
203.78,-445.82,185.76,122.12,19.47,-9.44
203.68,-445.98,185.62,122.17,19.46,-9.41
203.57,-446.14,185.49,122.22,19.46,-9.38
203.46,-446.31,185.36,122.27,19.45,-9.36
203.36,-446.47,185.22,122.32,19.45,-9.33
203.25,-446.63,185.09,122.37,19.44,-9.30
203.14,-446.80,184.96,122.42,19.44,-9.27
203.04,-446.96,184.82,122.47,19.44,-9.25
202.93,-447.12,184.69,122.51,19.43,-9.22
202.82,-447.28,184.56,122.56,19.43,-9.19
202.71,-447.45,184.42,122.61,19.42,-9.16
202.61,-447.61,184.29,122.66,19.42,-9.14
202.50,-447.77,184.15,122.71,19.41,-9.11
202.39,-447.94,184.02,122.76,19.41,-9.08
202.29,-448.10,183.89,122.81,19.40,-9.05
202.18,-448.26,183.75,122.86,19.40,-9.03
202.07,-448.42,183.62,122.91,19.39,-9.00
201.97,-448.59,183.49,122.96,19.39,-8.97
201.86,-448.75,183.35,123.01,19.39,-8.94
201.75,-448.91,183.22,123.06,19.38,-8.92
201.64,-449.08,183.09,123.11,19.38,-8.89
201.54,-449.24,182.95,123.16,19.37,-8.86
201.43,-449.40,182.82,123.21,19.37,-8.83
201.32,-449.56,182.69,123.26,19.36,-8.81
201.22,-449.73,182.55,123.31,19.36,-8.78
201.11,-449.89,182.42,123.36,19.35,-8.75
201.00,-450.05,182.29,123.41,19.35,-8.72
200.90,-450.22,182.15,123.46,19.35,-8.70
200.79,-450.38,182.02,123.51,19.34,-8.67
200.68,-450.54,181.89,123.56,19.34,-8.64
200.57,-450.70,181.75,123.61,19.33,-8.61
200.47,-450.87,181.62,123.66,19.33,-8.59
200.36,-451.03,181.48,123.71,19.32,-8.56
200.25,-451.19,181.35,123.75,19.32,-8.53
200.17,-451.34,181.23,123.80,19.31,-8.50
200.08,-451.49,181.11,123.85,19.30,-8.47
199.99,-451.63,180.99,123.90,19.28,-8.44
199.91,-451.78,180.87,123.95,19.27,-8.41
199.82,-451.92,180.75,124.00,19.26,-8.38
199.73,-452.07,180.63,124.05,19.25,-8.35
199.65,-452.22,180.51,124.10,19.24,-8.32
199.56,-452.36,180.39,124.15,19.23,-8.30
199.47,-452.51,180.27,124.20,19.22,-8.27
199.39,-452.66,180.15,124.25,19.21,-8.24
199.30,-452.80,180.03,124.30,19.20,-8.21
199.21,-452.95,179.91,124.35,19.18,-8.18
199.13,-453.10,179.79,124.40,19.17,-8.15
199.04,-453.24,179.67,124.45,19.16,-8.12
198.95,-453.39,179.55,124.50,19.15,-8.09
198.87,-453.53,179.44,124.55,19.14,-8.06
198.78,-453.68,179.32,124.60,19.13,-8.03
198.69,-453.83,179.20,124.65,19.12,-8.00
198.60,-453.97,179.08,124.70,19.11,-7.97
198.52,-454.12,178.96,124.75,19.10,-7.94
198.43,-454.27,178.84,124.80,19.08,-7.91
198.34,-454.41,178.72,124.85,19.07,-7.88
198.26,-454.56,178.60,124.90,19.06,-7.85
198.17,-454.71,178.48,124.95,19.05,-7.82
198.08,-454.85,178.36,125.00,19.04,-7.79
198.00,-455.00,178.24,125.05,19.03,-7.76
197.91,-455.15,178.12,125.10,19.02,-7.74
197.82,-455.29,178.00,125.15,19.01,-7.71
197.74,-455.44,177.88,125.20,18.99,-7.68
197.65,-455.58,177.76,125.25,18.98,-7.65
197.56,-455.73,177.64,125.30,18.97,-7.62
197.48,-455.88,177.52,125.35,18.96,-7.59
197.39,-456.02,177.40,125.40,18.95,-7.56
197.30,-456.17,177.28,125.45,18.94,-7.53
197.22,-456.32,177.16,125.50,18.93,-7.50
197.13,-456.46,177.04,125.55,18.92,-7.47
197.04,-456.61,176.92,125.60,18.91,-7.44
196.96,-456.76,176.80,125.65,18.89,-7.41
196.87,-456.90,176.68,125.70,18.88,-7.38
196.78,-457.05,176.56,125.75,18.87,-7.35
196.71,-457.18,176.46,125.79,18.86,-7.32
196.64,-457.31,176.35,125.84,18.84,-7.29
196.57,-457.44,176.25,125.89,18.82,-7.26
196.50,-457.57,176.15,125.94,18.80,-7.23
196.43,-457.70,176.04,125.99,18.79,-7.20
196.36,-457.83,175.94,126.04,18.77,-7.16
196.29,-457.96,175.84,126.09,18.75,-7.13
196.22,-458.09,175.73,126.14,18.73,-7.10
196.15,-458.22,175.63,126.19,18.72,-7.07
196.08,-458.34,175.53,126.24,18.70,-7.04
196.01,-458.47,175.42,126.29,18.68,-7.01
195.95,-458.60,175.32,126.34,18.67,-6.98
195.88,-458.73,175.22,126.39,18.65,-6.95
195.81,-458.86,175.11,126.44,18.63,-6.91
195.74,-458.99,175.01,126.49,18.61,-6.88
195.67,-459.12,174.91,126.53,18.60,-6.85
195.60,-459.25,174.80,126.58,18.58,-6.82
195.53,-459.38,174.70,126.63,18.56,-6.79
195.46,-459.51,174.60,126.68,18.55,-6.76
195.39,-459.64,174.49,126.73,18.53,-6.73
195.32,-459.77,174.39,126.78,18.51,-6.69
195.25,-459.90,174.29,126.83,18.49,-6.66
195.18,-460.03,174.18,126.88,18.48,-6.63
195.11,-460.16,174.08,126.93,18.46,-6.60
195.04,-460.29,173.98,126.98,18.44,-6.57
194.97,-460.42,173.87,127.03,18.43,-6.54
194.90,-460.55,173.77,127.08,18.41,-6.51
194.83,-460.68,173.67,127.13,18.39,-6.48
194.76,-460.81,173.56,127.18,18.37,-6.44
194.69,-460.94,173.46,127.23,18.36,-6.41
194.62,-461.07,173.36,127.27,18.34,-6.38
194.55,-461.20,173.25,127.32,18.32,-6.35
194.48,-461.33,173.15,127.37,18.31,-6.32
194.41,-461.46,173.05,127.42,18.29,-6.29
194.34,-461.59,172.94,127.47,18.27,-6.26
194.27,-461.71,172.84,127.52,18.25,-6.23
194.20,-461.84,172.74,127.57,18.24,-6.19
194.13,-461.97,172.63,127.62,18.22,-6.16
194.06,-462.10,172.53,127.67,18.20,-6.13
193.99,-462.23,172.43,127.72,18.19,-6.10
193.92,-462.36,172.32,127.77,18.17,-6.07
193.85,-462.49,172.22,127.82,18.15,-6.04
193.78,-462.62,172.12,127.87,18.13,-6.01
193.71,-462.75,172.01,127.92,18.12,-5.98
193.64,-462.88,171.91,127.97,18.10,-5.94
193.57,-463.01,171.81,128.02,18.08,-5.91
193.52,-463.13,171.72,128.06,18.06,-5.88
193.46,-463.24,171.63,128.11,18.04,-5.85
193.40,-463.36,171.54,128.16,18.01,-5.81
193.35,-463.47,171.46,128.21,17.99,-5.78
193.29,-463.59,171.37,128.26,17.97,-5.75
193.23,-463.71,171.28,128.31,17.94,-5.71
193.18,-463.82,171.19,128.36,17.92,-5.68
193.12,-463.94,171.10,128.41,17.90,-5.65
193.06,-464.05,171.02,128.46,17.88,-5.61
193.01,-464.17,170.93,128.51,17.85,-5.58
192.95,-464.28,170.84,128.56,17.83,-5.54
192.89,-464.40,170.75,128.61,17.81,-5.51
192.84,-464.52,170.67,128.66,17.78,-5.48
192.78,-464.63,170.58,128.71,17.76,-5.44
192.72,-464.75,170.49,128.76,17.74,-5.41
192.67,-464.86,170.40,128.81,17.72,-5.38
192.61,-464.98,170.31,128.86,17.69,-5.34
192.55,-465.09,170.23,128.91,17.67,-5.31
192.49,-465.21,170.14,128.96,17.65,-5.28
192.44,-465.33,170.05,129.00,17.62,-5.24
192.38,-465.44,169.96,129.05,17.60,-5.21
192.32,-465.56,169.88,129.10,17.58,-5.18
192.27,-465.67,169.79,129.15,17.55,-5.14
192.21,-465.79,169.70,129.20,17.53,-5.11
192.15,-465.90,169.61,129.25,17.51,-5.08
192.10,-466.02,169.52,129.30,17.49,-5.04
192.04,-466.14,169.44,129.35,17.46,-5.01
191.98,-466.25,169.35,129.40,17.44,-4.98
191.93,-466.37,169.26,129.45,17.42,-4.94
191.87,-466.48,169.17,129.50,17.39,-4.91
191.81,-466.60,169.09,129.55,17.37,-4.88
191.76,-466.71,169.00,129.60,17.35,-4.84
191.70,-466.83,168.91,129.65,17.33,-4.81
191.64,-466.95,168.82,129.70,17.30,-4.78
191.59,-467.06,168.73,129.75,17.28,-4.74
191.53,-467.18,168.65,129.80,17.26,-4.71
191.47,-467.29,168.56,129.85,17.23,-4.67
191.42,-467.41,168.47,129.90,17.21,-4.64
191.36,-467.52,168.38,129.94,17.19,-4.61
191.30,-467.64,168.30,129.99,17.17,-4.57
191.25,-467.76,168.21,130.04,17.14,-4.54
191.19,-467.87,168.12,130.09,17.12,-4.51
191.13,-467.99,168.03,130.14,17.10,-4.47
191.07,-468.10,167.94,130.19,17.07,-4.44
191.02,-468.22,167.86,130.24,17.05,-4.41
190.96,-468.33,167.77,130.29,17.03,-4.37
190.90,-468.45,167.68,130.34,17.01,-4.34
190.85,-468.57,167.59,130.39,16.98,-4.31
190.79,-468.68,167.51,130.44,16.96,-4.27
190.73,-468.80,167.42,130.49,16.94,-4.24
190.68,-468.91,167.33,130.54,16.91,-4.21
190.62,-469.03,167.24,130.59,16.89,-4.17
190.57,-469.13,167.17,130.64,16.86,-4.14
190.53,-469.23,167.10,130.69,16.83,-4.10
190.48,-469.33,167.03,130.74,16.81,-4.07
190.44,-469.44,166.96,130.78,16.78,-4.03
190.39,-469.54,166.88,130.83,16.75,-4.00
190.34,-469.64,166.81,130.88,16.72,-3.96
190.30,-469.74,166.74,130.93,16.69,-3.93
190.25,-469.85,166.67,130.98,16.67,-3.89
190.21,-469.95,166.60,131.03,16.64,-3.85
190.16,-470.05,166.53,131.08,16.61,-3.82
190.12,-470.15,166.46,131.13,16.58,-3.78
190.07,-470.25,166.38,131.18,16.55,-3.75
190.02,-470.36,166.31,131.23,16.53,-3.71
189.98,-470.46,166.24,131.28,16.50,-3.68
189.93,-470.56,166.17,131.33,16.47,-3.64
189.89,-470.66,166.10,131.38,16.44,-3.61
189.84,-470.76,166.03,131.42,16.42,-3.57
189.79,-470.87,165.95,131.47,16.39,-3.54
189.75,-470.97,165.88,131.52,16.36,-3.50
189.70,-471.07,165.81,131.57,16.33,-3.47
189.66,-471.17,165.74,131.62,16.30,-3.43
189.61,-471.27,165.67,131.67,16.28,-3.40
189.56,-471.38,165.60,131.72,16.25,-3.36
189.52,-471.48,165.53,131.77,16.22,-3.32
189.47,-471.58,165.45,131.82,16.19,-3.29
189.43,-471.68,165.38,131.87,16.16,-3.25
189.38,-471.78,165.31,131.92,16.14,-3.22
189.34,-471.89,165.24,131.97,16.11,-3.18
189.29,-471.99,165.17,132.01,16.08,-3.15
189.24,-472.09,165.10,132.06,16.05,-3.11
189.20,-472.19,165.02,132.11,16.02,-3.08
189.15,-472.30,164.95,132.16,16.00,-3.04
189.11,-472.40,164.88,132.21,15.97,-3.01
189.06,-472.50,164.81,132.26,15.94,-2.97
189.01,-472.60,164.74,132.31,15.91,-2.94
188.97,-472.70,164.67,132.36,15.88,-2.90
188.92,-472.81,164.60,132.41,15.86,-2.87
188.88,-472.91,164.52,132.46,15.83,-2.83
188.83,-473.01,164.45,132.51,15.80,-2.80
188.78,-473.11,164.38,132.56,15.77,-2.76
188.74,-473.21,164.31,132.60,15.74,-2.72
188.69,-473.32,164.24,132.65,15.72,-2.69
188.65,-473.42,164.17,132.70,15.69,-2.65
188.60,-473.52,164.09,132.75,15.66,-2.62
188.55,-473.62,164.02,132.80,15.63,-2.58
188.51,-473.72,163.95,132.85,15.60,-2.55
188.46,-473.83,163.88,132.90,15.58,-2.51
188.42,-473.93,163.81,132.95,15.55,-2.48
188.37,-474.03,163.74,133.00,15.52,-2.44
188.33,-474.13,163.66,133.05,15.49,-2.41
188.28,-474.23,163.59,133.10,15.46,-2.37
188.23,-474.34,163.52,133.15,15.44,-2.34
188.19,-474.44,163.45,133.19,15.41,-2.30
188.14,-474.54,163.38,133.24,15.38,-2.27
188.10,-474.64,163.31,133.29,15.35,-2.23
188.05,-474.75,163.24,133.34,15.32,-2.19
188.00,-474.85,163.16,133.39,15.30,-2.16
187.96,-474.95,163.09,133.44,15.27,-2.12
187.91,-475.05,163.02,133.49,15.24,-2.09
187.87,-475.14,162.96,133.54,15.21,-2.05
187.84,-475.23,162.91,133.59,15.18,-2.01
187.80,-475.32,162.85,133.64,15.14,-1.98
187.76,-475.41,162.80,133.69,15.11,-1.94
187.72,-475.50,162.74,133.74,15.08,-1.90
187.69,-475.60,162.68,133.79,15.04,-1.86
187.65,-475.69,162.63,133.83,15.01,-1.83
187.61,-475.78,162.57,133.88,14.98,-1.79
187.57,-475.87,162.51,133.93,14.95,-1.75
187.54,-475.96,162.46,133.98,14.91,-1.71
187.50,-476.05,162.40,134.03,14.88,-1.68
187.46,-476.14,162.34,134.08,14.85,-1.64
187.43,-476.23,162.29,134.13,14.81,-1.60
187.39,-476.32,162.23,134.18,14.78,-1.56
187.35,-476.41,162.17,134.23,14.75,-1.53
187.31,-476.50,162.12,134.28,14.72,-1.49
187.28,-476.59,162.06,134.33,14.68,-1.45
187.24,-476.68,162.01,134.38,14.65,-1.41
187.20,-476.77,161.95,134.43,14.62,-1.38
187.16,-476.86,161.89,134.48,14.58,-1.34
187.13,-476.95,161.84,134.52,14.55,-1.30
187.09,-477.04,161.78,134.57,14.52,-1.27
187.05,-477.13,161.72,134.62,14.49,-1.23
187.01,-477.23,161.67,134.67,14.45,-1.19
186.98,-477.32,161.61,134.72,14.42,-1.15
186.94,-477.41,161.55,134.77,14.39,-1.12
186.90,-477.50,161.50,134.82,14.36,-1.08
186.86,-477.59,161.44,134.87,14.32,-1.04
186.83,-477.68,161.38,134.92,14.29,-1.00
186.79,-477.77,161.33,134.97,14.26,-0.97
186.75,-477.86,161.27,135.02,14.22,-0.93
186.71,-477.95,161.22,135.07,14.19,-0.89
186.68,-478.04,161.16,135.12,14.16,-0.85
186.64,-478.13,161.10,135.17,14.13,-0.82
186.60,-478.22,161.05,135.21,14.09,-0.78
186.56,-478.31,160.99,135.26,14.06,-0.74
186.53,-478.40,160.93,135.31,14.03,-0.70
186.49,-478.49,160.88,135.36,13.99,-0.67
186.45,-478.58,160.82,135.41,13.96,-0.63
186.41,-478.67,160.76,135.46,13.93,-0.59
186.38,-478.77,160.71,135.51,13.90,-0.55
186.34,-478.86,160.65,135.56,13.86,-0.52
186.30,-478.95,160.59,135.61,13.83,-0.48
186.26,-479.04,160.54,135.66,13.80,-0.44
186.23,-479.13,160.48,135.71,13.76,-0.40
186.19,-479.22,160.43,135.76,13.73,-0.37
186.15,-479.31,160.37,135.81,13.70,-0.33
186.11,-479.40,160.31,135.86,13.67,-0.29
186.08,-479.49,160.26,135.90,13.63,-0.25
186.04,-479.58,160.20,135.95,13.60,-0.22
186.00,-479.67,160.14,136.00,13.57,-0.18
185.96,-479.76,160.09,136.05,13.54,-0.14
185.93,-479.85,160.03,136.10,13.50,-0.10
185.89,-479.94,159.97,136.15,13.47,-0.07
185.85,-480.03,159.92,136.20,13.44,-0.03
185.81,-480.12,159.86,136.25,13.40,0.01
185.78,-480.21,159.80,136.30,13.37,0.04
185.74,-480.30,159.75,136.35,13.34,0.08
185.70,-480.40,159.69,136.40,13.31,0.12
185.66,-480.49,159.64,136.45,13.27,0.16
185.63,-480.58,159.58,136.50,13.24,0.19
185.59,-480.67,159.52,136.55,13.21,0.23
185.55,-480.76,159.47,136.59,13.17,0.27
185.51,-480.85,159.41,136.64,13.14,0.31
185.48,-480.94,159.35,136.69,13.11,0.34
185.44,-481.03,159.30,136.74,13.08,0.38
185.41,-481.11,159.25,136.79,13.04,0.42
185.38,-481.19,159.21,136.84,13.00,0.46
185.35,-481.27,159.17,136.89,12.96,0.50
185.32,-481.35,159.13,136.94,12.93,0.54
185.29,-481.43,159.09,136.99,12.89,0.58
185.26,-481.51,159.04,137.04,12.85,0.62
185.22,-481.59,159.00,137.09,12.81,0.66
185.19,-481.67,158.96,137.14,12.78,0.70
185.16,-481.75,158.92,137.19,12.74,0.74
185.13,-481.84,158.88,137.24,12.70,0.78
185.10,-481.92,158.83,137.29,12.66,0.82
185.07,-482.00,158.79,137.34,12.63,0.86
185.04,-482.08,158.75,137.39,12.59,0.90
185.01,-482.16,158.71,137.44,12.55,0.94
184.98,-482.24,158.67,137.49,12.51,0.98
184.95,-482.32,158.62,137.54,12.48,1.02
184.92,-482.40,158.58,137.59,12.44,1.06
184.89,-482.48,158.54,137.64,12.40,1.10
184.86,-482.56,158.50,137.69,12.36,1.14
184.82,-482.64,158.46,137.74,12.33,1.18
184.79,-482.72,158.41,137.79,12.29,1.22
184.76,-482.80,158.37,137.84,12.25,1.26
184.73,-482.88,158.33,137.89,12.21,1.29
184.70,-482.96,158.29,137.94,12.18,1.33
184.67,-483.04,158.24,137.99,12.14,1.37
184.64,-483.12,158.20,138.04,12.10,1.41
184.61,-483.21,158.16,138.09,12.06,1.45
184.58,-483.29,158.12,138.14,12.03,1.49
184.55,-483.37,158.08,138.18,11.99,1.53
184.52,-483.45,158.03,138.23,11.95,1.57
184.49,-483.53,157.99,138.28,11.91,1.61
184.46,-483.61,157.95,138.33,11.88,1.65
184.42,-483.69,157.91,138.38,11.84,1.69
184.39,-483.77,157.87,138.43,11.80,1.73
184.36,-483.85,157.82,138.48,11.76,1.77
184.33,-483.93,157.78,138.53,11.73,1.81
184.30,-484.01,157.74,138.58,11.69,1.85
184.27,-484.09,157.70,138.63,11.65,1.89
184.24,-484.17,157.66,138.68,11.61,1.93
184.21,-484.25,157.61,138.73,11.58,1.97
184.18,-484.33,157.57,138.78,11.54,2.01
184.15,-484.41,157.53,138.83,11.50,2.05
184.12,-484.49,157.49,138.88,11.46,2.09
184.09,-484.58,157.44,138.93,11.43,2.13
184.06,-484.66,157.40,138.98,11.39,2.17
184.02,-484.74,157.36,139.03,11.35,2.21
183.99,-484.82,157.32,139.08,11.31,2.25
183.96,-484.90,157.28,139.13,11.28,2.29
183.93,-484.98,157.23,139.18,11.24,2.33
183.90,-485.06,157.19,139.23,11.20,2.37
183.87,-485.14,157.15,139.28,11.16,2.41
183.84,-485.22,157.11,139.33,11.13,2.45
183.81,-485.30,157.07,139.38,11.09,2.49
183.78,-485.38,157.02,139.43,11.05,2.53
183.75,-485.46,156.98,139.48,11.01,2.57
183.72,-485.54,156.94,139.53,10.98,2.61
183.69,-485.62,156.90,139.58,10.94,2.64
183.66,-485.70,156.86,139.63,10.90,2.68
183.62,-485.78,156.81,139.68,10.86,2.72
183.59,-485.86,156.77,139.73,10.83,2.76
183.56,-485.94,156.73,139.78,10.79,2.80
183.53,-486.03,156.69,139.83,10.75,2.84
183.50,-486.11,156.64,139.88,10.72,2.88
183.47,-486.19,156.60,139.93,10.68,2.92
183.44,-486.27,156.56,139.97,10.64,2.96
183.41,-486.35,156.52,140.02,10.60,3.00
183.38,-486.43,156.48,140.07,10.57,3.04
183.35,-486.51,156.43,140.12,10.53,3.08
183.32,-486.59,156.39,140.17,10.49,3.12
183.29,-486.67,156.35,140.22,10.45,3.16
183.26,-486.75,156.31,140.27,10.42,3.20
183.22,-486.83,156.27,140.32,10.38,3.24
183.19,-486.91,156.22,140.37,10.34,3.28
183.17,-486.98,156.19,140.42,10.30,3.32
183.14,-487.06,156.17,140.47,10.26,3.36
183.12,-487.13,156.14,140.52,10.22,3.40
183.09,-487.20,156.11,140.57,10.18,3.44
183.07,-487.27,156.08,140.62,10.14,3.48
183.04,-487.34,156.05,140.67,10.09,3.53
183.02,-487.42,156.02,140.72,10.05,3.57
182.99,-487.49,155.99,140.77,10.01,3.61
182.96,-487.56,155.96,140.82,9.97,3.65
182.94,-487.63,155.93,140.87,9.93,3.69
182.91,-487.70,155.90,140.92,9.89,3.73
182.89,-487.78,155.87,140.97,9.85,3.77
182.86,-487.85,155.85,141.01,9.81,3.81
182.84,-487.92,155.82,141.06,9.77,3.85
182.81,-487.99,155.79,141.11,9.73,3.89
182.79,-488.06,155.76,141.16,9.69,3.94
182.76,-488.14,155.73,141.21,9.64,3.98
182.74,-488.21,155.70,141.26,9.60,4.02
182.71,-488.28,155.67,141.31,9.56,4.06
182.68,-488.35,155.64,141.36,9.52,4.10
182.66,-488.42,155.61,141.41,9.48,4.14
182.63,-488.50,155.58,141.46,9.44,4.18
182.61,-488.57,155.55,141.51,9.40,4.22
182.58,-488.64,155.52,141.56,9.36,4.26
182.56,-488.71,155.50,141.61,9.32,4.30
182.53,-488.78,155.47,141.66,9.28,4.34
182.51,-488.86,155.44,141.71,9.24,4.39
182.48,-488.93,155.41,141.76,9.20,4.43
182.46,-489.00,155.38,141.81,9.15,4.47
182.43,-489.07,155.35,141.85,9.11,4.51
182.40,-489.14,155.32,141.90,9.07,4.55
182.38,-489.22,155.29,141.95,9.03,4.59
182.35,-489.29,155.26,142.00,8.99,4.63
182.33,-489.36,155.23,142.05,8.95,4.67
182.30,-489.43,155.20,142.10,8.91,4.71
182.28,-489.50,155.18,142.15,8.87,4.75
182.25,-489.58,155.15,142.20,8.83,4.80
182.23,-489.65,155.12,142.25,8.79,4.84
