X,Y,Z,RX,RY,RZ
270.00,-461.00,179.33,109.03,9.97,-11.30
270.22,-461.19,179.26,109.00,9.97,-11.31
270.44,-461.37,179.19,108.97,9.96,-11.33
270.67,-461.55,179.12,108.95,9.95,-11.34
270.89,-461.74,179.05,108.92,9.94,-11.36
271.11,-461.92,178.97,108.89,9.94,-11.37
271.32,-462.10,178.89,108.86,9.93,-11.38
271.53,-462.28,178.81,108.83,9.92,-11.39
271.74,-462.46,178.72,108.80,9.91,-11.41
271.96,-462.64,178.64,108.77,9.91,-11.42
272.17,-462.82,178.56,108.75,9.90,-11.43
272.38,-463.00,178.47,108.72,9.89,-11.44
272.59,-463.18,178.39,108.69,9.88,-11.46
272.80,-463.36,178.31,108.66,9.88,-11.47
273.01,-463.54,178.22,108.63,9.87,-11.48
273.22,-463.72,178.14,108.60,9.86,-11.49
273.44,-463.90,178.06,108.57,9.85,-11.51
273.65,-464.08,177.98,108.55,9.85,-11.52
273.86,-464.26,177.89,108.52,9.84,-11.53
274.07,-464.44,177.81,108.49,9.83,-11.54
274.28,-464.62,177.73,108.46,9.82,-11.56
274.49,-464.80,177.64,108.43,9.82,-11.57
274.70,-464.98,177.56,108.40,9.81,-11.58
274.92,-465.16,177.48,108.37,9.80,-11.59
275.13,-465.34,177.39,108.34,9.79,-11.61
275.34,-465.52,177.31,108.32,9.78,-11.62
275.55,-465.70,177.23,108.29,9.78,-11.63
275.76,-465.88,177.14,108.26,9.77,-11.64
275.97,-466.06,177.06,108.23,9.76,-11.66
276.18,-466.24,176.98,108.20,9.75,-11.67
276.40,-466.42,176.89,108.17,9.75,-11.68
276.61,-466.60,176.81,108.14,9.74,-11.69
276.82,-466.78,176.72,108.11,9.73,-11.70
277.02,-466.96,176.62,108.09,9.72,-11.71
277.23,-467.14,176.52,108.06,9.71,-11.73
277.44,-467.33,176.43,108.03,9.71,-11.74
277.65,-467.51,176.33,108.00,9.70,-11.75
277.86,-467.69,176.24,107.97,9.69,-11.76
278.07,-467.88,176.14,107.94,9.68,-11.77
278.28,-468.06,176.05,107.91,9.67,-11.78
278.49,-468.24,175.95,107.88,9.67,-11.79
278.70,-468.42,175.86,107.85,9.66,-11.80
278.91,-468.61,175.76,107.82,9.65,-11.81
279.12,-468.79,175.67,107.79,9.64,-11.82
279.32,-468.97,175.57,107.76,9.63,-11.83
279.53,-469.15,175.48,107.73,9.63,-11.84
279.74,-469.34,175.38,107.70,9.62,-11.85
279.95,-469.52,175.28,107.67,9.61,-11.86
280.16,-469.70,175.19,107.64,9.60,-11.87
280.37,-469.89,175.09,107.61,9.59,-11.88
280.58,-470.07,175.00,107.58,9.59,-11.89
280.79,-470.25,174.90,107.55,9.58,-11.90
281.00,-470.43,174.81,107.52,9.57,-11.92
281.21,-470.62,174.71,107.49,9.56,-11.93
281.42,-470.80,174.62,107.46,9.55,-11.94
281.63,-470.98,174.52,107.43,9.54,-11.95
281.83,-471.16,174.43,107.40,9.54,-11.96
282.04,-471.35,174.33,107.37,9.53,-11.97
282.25,-471.53,174.23,107.34,9.52,-11.98
282.46,-471.72,174.12,107.31,9.51,-11.98
282.66,-471.90,174.01,107.28,9.50,-11.99
282.87,-472.09,173.91,107.25,9.50,-12.00
283.08,-472.27,173.80,107.22,9.49,-12.01
283.29,-472.46,173.70,107.19,9.48,-12.01
283.49,-472.64,173.59,107.16,9.47,-12.02
283.70,-472.83,173.48,107.13,9.46,-12.03
283.91,-473.02,173.38,107.10,9.45,-12.04
284.11,-473.20,173.27,107.07,9.45,-12.04
284.32,-473.39,173.17,107.04,9.44,-12.05
284.53,-473.57,173.06,107.01,9.43,-12.06
284.74,-473.76,172.95,106.98,9.42,-12.07
284.94,-473.94,172.85,106.95,9.41,-12.07
285.15,-474.13,172.74,106.91,9.40,-12.08
285.36,-474.31,172.64,106.88,9.40,-12.09
285.56,-474.50,172.53,106.85,9.39,-12.10
285.77,-474.68,172.42,106.82,9.38,-12.10
285.98,-474.87,172.32,106.79,9.37,-12.11
286.19,-475.05,172.21,106.76,9.36,-12.12
286.39,-475.24,172.11,106.73,9.35,-12.13
286.60,-475.43,172.00,106.70,9.35,-12.13
286.81,-475.61,171.89,106.67,9.34,-12.14
287.01,-475.80,171.79,106.64,9.33,-12.15
287.22,-475.98,171.68,106.61,9.32,-12.16
287.43,-476.17,171.58,106.58,9.31,-12.16
287.63,-476.35,171.47,106.55,9.30,-12.17
287.82,-476.53,171.36,106.52,9.30,-12.17
288.02,-476.71,171.25,106.49,9.29,-12.17
288.22,-476.89,171.13,106.46,9.28,-12.18
288.42,-477.07,171.02,106.43,9.27,-12.18
288.61,-477.25,170.91,106.40,9.26,-12.18
288.81,-477.43,170.80,106.37,9.26,-12.18
289.01,-477.61,170.69,106.34,9.25,-12.19
289.21,-477.79,170.58,106.31,9.24,-12.19
289.40,-477.98,170.47,106.28,9.23,-12.19
289.60,-478.16,170.36,106.25,9.22,-12.20
289.80,-478.34,170.25,106.22,9.22,-12.20
290.00,-478.52,170.14,106.19,9.21,-12.20
290.20,-478.70,170.03,106.16,9.20,-12.21
290.39,-478.88,169.92,106.13,9.19,-12.21
290.59,-479.06,169.81,106.10,9.18,-12.21
290.79,-479.24,169.70,106.07,9.18,-12.22
290.99,-479.42,169.59,106.04,9.17,-12.22
291.18,-479.60,169.48,106.01,9.16,-12.22
291.38,-479.78,169.37,105.98,9.15,-12.22
291.58,-479.96,169.26,105.95,9.14,-12.23
291.78,-480.15,169.14,105.92,9.14,-12.23
291.97,-480.33,169.03,105.89,9.13,-12.23
292.17,-480.51,168.92,105.86,9.12,-12.24
292.37,-480.69,168.81,105.83,9.11,-12.24
292.57,-480.87,168.70,105.80,9.10,-12.24
292.77,-481.05,168.59,105.77,9.10,-12.25
292.96,-481.23,168.47,105.74,9.09,-12.24
293.16,-481.42,168.36,105.71,9.08,-12.24
293.35,-481.60,168.24,105.67,9.07,-12.24
293.55,-481.78,168.12,105.64,9.07,-12.24
293.75,-481.96,168.00,105.61,9.06,-12.24
293.94,-482.15,167.89,105.58,9.05,-12.23
294.14,-482.33,167.77,105.55,9.04,-12.23
294.34,-482.51,167.65,105.52,9.03,-12.23
294.53,-482.70,167.53,105.49,9.03,-12.23
294.73,-482.88,167.42,105.46,9.02,-12.22
294.92,-483.06,167.30,105.43,9.01,-12.22
295.12,-483.24,167.18,105.40,9.00,-12.22
295.32,-483.43,167.06,105.37,9.00,-12.22
295.51,-483.61,166.95,105.34,8.99,-12.22
295.71,-483.79,166.83,105.31,8.98,-12.21
295.90,-483.98,166.71,105.28,8.97,-12.21
296.10,-484.16,166.59,105.25,8.97,-12.21
296.30,-484.34,166.48,105.22,8.96,-12.21
296.49,-484.53,166.36,105.19,8.95,-12.21
296.69,-484.71,166.24,105.15,8.94,-12.20
296.89,-484.89,166.12,105.12,8.93,-12.20
297.08,-485.07,166.01,105.09,8.93,-12.20
297.28,-485.26,165.89,105.06,8.92,-12.20
297.47,-485.44,165.77,105.03,8.91,-12.19
297.67,-485.62,165.65,105.00,8.90,-12.19
297.87,-485.81,165.54,104.97,8.90,-12.19
298.06,-485.99,165.42,104.94,8.89,-12.19
298.26,-486.17,165.30,104.91,8.88,-12.18
298.45,-486.36,165.17,104.88,8.87,-12.17
298.65,-486.54,165.05,104.85,8.87,-12.16
298.84,-486.73,164.93,104.82,8.86,-12.15
299.04,-486.91,164.80,104.79,8.85,-12.15
299.23,-487.10,164.68,104.76,8.84,-12.14
299.43,-487.28,164.56,104.72,8.84,-12.13
299.62,-487.47,164.44,104.69,8.83,-12.12
299.82,-487.65,164.31,104.66,8.82,-12.11
300.01,-487.84,164.19,104.63,8.82,-12.10
300.21,-488.02,164.07,104.60,8.81,-12.09
300.40,-488.21,163.94,104.57,8.80,-12.09
300.60,-488.39,163.82,104.54,8.79,-12.08
300.79,-488.58,163.70,104.51,8.79,-12.07
300.99,-488.76,163.57,104.48,8.78,-12.06
301.18,-488.95,163.45,104.45,8.77,-12.05
301.38,-489.13,163.33,104.41,8.77,-12.04
301.57,-489.31,163.21,104.38,8.76,-12.04
301.77,-489.50,163.08,104.35,8.75,-12.03
301.96,-489.68,162.96,104.32,8.74,-12.02
302.16,-489.87,162.84,104.29,8.74,-12.01
302.35,-490.05,162.71,104.26,8.73,-12.00
302.55,-490.24,162.59,104.23,8.72,-11.99
302.74,-490.42,162.47,104.20,8.71,-11.98
302.94,-490.61,162.35,104.17,8.71,-11.98
303.13,-490.79,162.22,104.14,8.70,-11.97
303.33,-490.98,162.10,104.11,8.69,-11.96
303.52,-491.16,161.97,104.07,8.69,-11.94
303.71,-491.35,161.85,104.04,8.68,-11.93
303.91,-491.54,161.72,104.01,8.67,-11.91
304.10,-491.72,161.59,103.98,8.67,-11.90
304.29,-491.91,161.46,103.95,8.66,-11.88
304.49,-492.09,161.34,103.92,8.65,-11.87
304.68,-492.28,161.21,103.89,8.65,-11.85
304.88,-492.46,161.08,103.86,8.64,-11.83
305.07,-492.65,160.95,103.83,8.63,-11.82
305.26,-492.84,160.83,103.79,8.63,-11.80
305.46,-493.02,160.70,103.76,8.62,-11.79
305.65,-493.21,160.57,103.73,8.61,-11.77
305.84,-493.39,160.44,103.70,8.61,-11.76
306.04,-493.58,160.32,103.67,8.60,-11.74
306.23,-493.76,160.19,103.64,8.59,-11.73
306.42,-493.95,160.06,103.61,8.59,-11.71
306.62,-494.14,159.94,103.58,8.58,-11.69
306.81,-494.32,159.81,103.55,8.57,-11.68
307.01,-494.51,159.68,103.51,8.57,-11.66
307.20,-494.69,159.55,103.48,8.56,-11.65
307.39,-494.88,159.43,103.45,8.55,-11.63
307.59,-495.06,159.30,103.42,8.55,-11.62
307.78,-495.25,159.17,103.39,8.54,-11.60
307.97,-495.44,159.04,103.36,8.54,-11.59
308.17,-495.62,158.92,103.33,8.53,-11.57
308.36,-495.81,158.79,103.30,8.52,-11.56
308.55,-495.99,158.66,103.27,8.52,-11.54
308.74,-496.18,158.53,103.23,8.51,-11.52
308.94,-496.36,158.40,103.20,8.50,-11.50
309.13,-496.54,158.26,103.17,8.50,-11.48
309.32,-496.73,158.13,103.14,8.49,-11.45
309.51,-496.91,158.00,103.11,8.48,-11.43
309.70,-497.10,157.87,103.08,8.48,-11.41
309.89,-497.28,157.74,103.05,8.47,-11.39
310.08,-497.46,157.60,103.02,8.47,-11.37
310.27,-497.65,157.47,102.98,8.46,-11.35
310.47,-497.83,157.34,102.95,8.45,-11.32
310.66,-498.02,157.21,102.92,8.45,-11.30
310.85,-498.20,157.07,102.89,8.44,-11.28
311.04,-498.38,156.94,102.86,8.43,-11.26
311.23,-498.57,156.81,102.83,8.43,-11.24
311.42,-498.75,156.68,102.80,8.42,-11.22
311.61,-498.94,156.54,102.77,8.42,-11.20
311.80,-499.12,156.41,102.73,8.41,-11.17
311.99,-499.30,156.28,102.70,8.40,-11.15
312.19,-499.49,156.15,102.67,8.40,-11.13
312.38,-499.67,156.01,102.64,8.39,-11.11
312.57,-499.86,155.88,102.61,8.38,-11.09
312.76,-500.04,155.75,102.58,8.38,-11.07
312.95,-500.22,155.62,102.55,8.37,-11.04
313.14,-500.41,155.48,102.52,8.37,-11.02
313.33,-500.59,155.35,102.49,8.36,-11.00
313.52,-500.78,155.22,102.45,8.35,-10.98
313.72,-500.96,155.09,102.42,8.35,-10.96
313.90,-501.14,154.95,102.39,8.34,-10.93
314.09,-501.32,154.81,102.36,8.33,-10.91
314.28,-501.50,154.67,102.33,8.33,-10.88
314.47,-501.68,154.53,102.30,8.32,-10.85
314.65,-501.85,154.40,102.27,8.32,-10.83
314.84,-502.03,154.26,102.24,8.31,-10.80
315.03,-502.21,154.12,102.20,8.30,-10.77
315.22,-502.39,153.98,102.17,8.30,-10.75
315.40,-502.57,153.84,102.14,8.29,-10.72
315.59,-502.75,153.70,102.11,8.29,-10.69
315.78,-502.93,153.57,102.08,8.28,-10.67
315.97,-503.11,153.43,102.05,8.27,-10.64
316.15,-503.29,153.29,102.02,8.27,-10.62
316.34,-503.47,153.15,101.99,8.26,-10.59
316.53,-503.65,153.01,101.96,8.25,-10.56
316.72,-503.82,152.87,101.92,8.25,-10.54
316.90,-504.00,152.74,101.89,8.24,-10.51
317.09,-504.18,152.60,101.86,8.24,-10.48
317.28,-504.36,152.46,101.83,8.23,-10.46
317.47,-504.54,152.32,101.80,8.22,-10.43
317.65,-504.72,152.18,101.77,8.22,-10.40
317.84,-504.90,152.04,101.74,8.21,-10.38
318.03,-505.08,151.91,101.71,8.20,-10.35
318.22,-505.26,151.77,101.67,8.20,-10.33
318.41,-505.44,151.63,101.64,8.19,-10.30
318.59,-505.61,151.49,101.61,8.19,-10.27
318.78,-505.79,151.35,101.58,8.18,-10.25
318.96,-505.97,151.21,101.55,8.17,-10.22
319.15,-506.14,151.06,101.52,8.17,-10.19
319.33,-506.31,150.92,101.49,8.16,-10.16
319.51,-506.48,150.77,101.46,8.15,-10.13
319.69,-506.65,150.63,101.43,8.15,-10.10
319.88,-506.82,150.48,101.40,8.14,-10.07
320.06,-506.99,150.34,101.36,8.13,-10.04
320.24,-507.16,150.19,101.33,8.13,-10.00
320.43,-507.33,150.05,101.30,8.12,-9.97
320.61,-507.51,149.90,101.27,8.12,-9.94
320.79,-507.68,149.75,101.24,8.11,-9.91
320.97,-507.85,149.61,101.21,8.10,-9.88
321.16,-508.02,149.46,101.18,8.10,-9.85
321.34,-508.19,149.32,101.15,8.09,-9.82
321.52,-508.36,149.17,101.12,8.08,-9.79
321.71,-508.53,149.03,101.08,8.08,-9.76
321.89,-508.70,148.88,101.05,8.07,-9.73
322.07,-508.87,148.74,101.02,8.06,-9.70
322.25,-509.05,148.59,100.99,8.06,-9.67
322.44,-509.22,148.45,100.96,8.05,-9.64
322.62,-509.39,148.30,100.93,8.04,-9.61
322.80,-509.56,148.16,100.90,8.04,-9.58
322.99,-509.73,148.01,100.87,8.03,-9.55
323.17,-509.90,147.87,100.84,8.02,-9.52
323.35,-510.07,147.72,100.81,8.02,-9.49
323.53,-510.24,147.58,100.77,8.01,-9.46
323.72,-510.42,147.43,100.74,8.01,-9.43
323.90,-510.58,147.27,100.71,8.00,-9.40
324.08,-510.75,147.11,100.68,7.99,-9.37
324.27,-510.91,146.95,100.65,7.98,-9.33
324.45,-511.08,146.80,100.62,7.98,-9.30
324.64,-511.25,146.64,100.58,7.97,-9.26
324.82,-511.41,146.48,100.55,7.96,-9.23
325.00,-511.58,146.32,100.52,7.95,-9.20
325.19,-511.75,146.16,100.49,7.95,-9.16
325.37,-511.91,146.00,100.46,7.94,-9.13
325.55,-512.08,145.84,100.42,7.93,-9.09
325.74,-512.25,145.68,100.39,7.92,-9.06
325.92,-512.41,145.52,100.36,7.92,-9.03
326.10,-512.58,145.37,100.33,7.91,-8.99
326.29,-512.74,145.21,100.30,7.90,-8.96
326.47,-512.91,145.05,100.26,7.89,-8.92
326.66,-513.08,144.89,100.23,7.89,-8.89
326.84,-513.24,144.73,100.20,7.88,-8.86
327.02,-513.41,144.57,100.17,7.87,-8.82
327.21,-513.58,144.41,100.14,7.87,-8.79
327.39,-513.74,144.25,100.10,7.86,-8.75
327.57,-513.91,144.09,100.07,7.85,-8.72
327.76,-514.08,143.94,100.04,7.84,-8.69
327.94,-514.24,143.78,100.01,7.84,-8.65
328.13,-514.41,143.62,99.98,7.83,-8.62
328.31,-514.57,143.46,99.94,7.82,-8.59
328.49,-514.74,143.30,99.91,7.81,-8.55
328.68,-514.90,143.12,99.88,7.81,-8.51
328.86,-515.06,142.95,99.85,7.80,-8.48
329.04,-515.21,142.78,99.81,7.79,-8.44
329.23,-515.37,142.60,99.78,7.78,-8.40
329.41,-515.53,142.43,99.75,7.77,-8.37
329.59,-515.69,142.25,99.71,7.76,-8.33
329.78,-515.85,142.08,99.68,7.75,-8.29
329.96,-516.00,141.90,99.65,7.75,-8.26
330.14,-516.16,141.73,99.62,7.74,-8.22
330.33,-516.32,141.55,99.58,7.73,-8.18
330.51,-516.48,141.38,99.55,7.72,-8.15
330.69,-516.64,141.20,99.52,7.71,-8.11
330.88,-516.79,141.03,99.48,7.70,-8.07
331.06,-516.95,140.85,99.45,7.69,-8.04
331.24,-517.11,140.68,99.42,7.68,-8.00
331.43,-517.27,140.50,99.39,7.68,-7.96
331.61,-517.42,140.33,99.35,7.67,-7.93
331.79,-517.58,140.16,99.32,7.66,-7.89
331.98,-517.74,139.98,99.29,7.65,-7.85
332.16,-517.90,139.81,99.25,7.64,-7.82
332.34,-518.06,139.63,99.22,7.63,-7.78
332.53,-518.21,139.46,99.19,7.62,-7.74
332.71,-518.37,139.28,99.16,7.62,-7.71
332.89,-518.53,139.11,99.12,7.61,-7.67
333.08,-518.69,138.93,99.09,7.60,-7.63
333.25,-518.83,138.75,99.06,7.59,-7.60
333.42,-518.97,138.56,99.03,7.58,-7.56
333.60,-519.11,138.38,98.99,7.57,-7.52
333.77,-519.25,138.19,98.96,7.56,-7.48
333.95,-519.38,138.01,98.93,7.55,-7.45
334.12,-519.52,137.82,98.90,7.54,-7.41
334.30,-519.66,137.64,98.86,7.53,-7.37
334.47,-519.80,137.45,98.83,7.52,-7.34
334.65,-519.94,137.27,98.80,7.51,-7.30
334.82,-520.08,137.08,98.77,7.50,-7.26
334.99,-520.22,136.90,98.73,7.49,-7.23
335.17,-520.36,136.71,98.70,7.48,-7.19
335.34,-520.50,136.53,98.67,7.47,-7.15
335.52,-520.64,136.34,98.64,7.46,-7.11
335.69,-520.78,136.16,98.60,7.45,-7.08
335.87,-520.92,135.97,98.57,7.44,-7.04
336.04,-521.06,135.79,98.54,7.43,-7.00
336.21,-521.20,135.60,98.51,7.42,-6.97
336.39,-521.34,135.42,98.48,7.41,-6.93
336.56,-521.48,135.23,98.44,7.40,-6.89
336.74,-521.62,135.05,98.41,7.39,-6.86
336.91,-521.76,134.86,98.38,7.38,-6.82
337.09,-521.89,134.68,98.35,7.37,-6.78
337.26,-522.03,134.49,98.31,7.36,-6.75
337.43,-522.17,134.31,98.28,7.35,-6.71
337.61,-522.30,134.10,98.25,7.34,-6.67
337.78,-522.42,133.90,98.21,7.33,-6.63
337.95,-522.54,133.69,98.18,7.31,-6.60
338.12,-522.66,133.49,98.15,7.30,-6.56
338.29,-522.79,133.28,98.12,7.29,-6.52
338.46,-522.91,133.08,98.08,7.28,-6.48
338.63,-523.03,132.88,98.05,7.27,-6.45
338.80,-523.15,132.67,98.02,7.25,-6.41
338.97,-523.28,132.47,97.98,7.24,-6.37
339.14,-523.40,132.26,97.95,7.23,-6.33
339.32,-523.52,132.06,97.92,7.22,-6.30
339.49,-523.65,131.85,97.88,7.20,-6.26
339.66,-523.77,131.65,97.85,7.19,-6.22
339.83,-523.89,131.44,97.82,7.18,-6.18
340.00,-524.01,131.24,97.78,7.17,-6.15
340.17,-524.14,131.03,97.75,7.16,-6.11
340.34,-524.26,130.83,97.72,7.14,-6.07
340.51,-524.38,130.62,97.69,7.13,-6.03
340.68,-524.50,130.42,97.65,7.12,-6.00
340.85,-524.63,130.22,97.62,7.11,-5.96
341.02,-524.75,130.01,97.59,7.10,-5.92
341.20,-524.87,129.81,97.55,7.08,-5.88
341.37,-524.99,129.60,97.52,7.07,-5.85
341.54,-525.12,129.40,97.49,7.06,-5.81
341.70,-525.22,129.17,97.45,7.04,-5.77
341.87,-525.32,128.94,97.42,7.03,-5.74
342.04,-525.42,128.72,97.39,7.01,-5.70
342.20,-525.52,128.49,97.35,7.00,-5.66
342.37,-525.62,128.26,97.32,6.99,-5.63
342.53,-525.72,128.04,97.28,6.97,-5.59
342.70,-525.82,127.81,97.25,6.96,-5.55
342.86,-525.92,127.58,97.22,6.94,-5.52
343.03,-526.02,127.36,97.18,6.93,-5.48
343.20,-526.12,127.13,97.15,6.91,-5.44
343.36,-526.23,126.90,97.12,6.90,-5.41
343.53,-526.33,126.67,97.08,6.88,-5.37
343.69,-526.43,126.45,97.05,6.87,-5.33
343.86,-526.53,126.22,97.01,6.85,-5.30
344.03,-526.63,125.99,96.98,6.84,-5.26
344.19,-526.73,125.77,96.95,6.82,-5.22
344.36,-526.83,125.54,96.91,6.81,-5.19
344.52,-526.93,125.31,96.88,6.79,-5.15
344.69,-527.03,125.09,96.85,6.78,-5.11
344.85,-527.13,124.86,96.81,6.76,-5.08
345.02,-527.23,124.63,96.78,6.75,-5.04
345.19,-527.33,124.41,96.74,6.73,-5.00
345.35,-527.43,124.18,96.71,6.72,-4.97
345.50,-527.50,123.94,96.68,6.70,-4.94
345.66,-527.57,123.70,96.64,6.68,-4.90
345.81,-527.64,123.45,96.61,6.67,-4.87
345.96,-527.71,123.21,96.58,6.65,-4.84
346.11,-527.78,122.97,96.55,6.63,-4.80
346.26,-527.85,122.73,96.51,6.61,-4.77
346.42,-527.92,122.49,96.48,6.60,-4.74
346.57,-527.99,122.25,96.45,6.58,-4.71
346.72,-528.06,122.01,96.41,6.56,-4.67
346.87,-528.13,121.77,96.38,6.54,-4.64
347.02,-528.20,121.52,96.35,6.53,-4.61
347.18,-528.27,121.28,96.32,6.51,-4.58
347.33,-528.34,121.04,96.28,6.49,-4.54
347.48,-528.41,120.80,96.25,6.47,-4.51
347.63,-528.48,120.56,96.22,6.46,-4.48
347.78,-528.55,120.32,96.19,6.44,-4.44
347.94,-528.62,120.08,96.15,6.42,-4.41
348.09,-528.69,119.83,96.12,6.41,-4.38
348.24,-528.76,119.59,96.09,6.39,-4.35
348.39,-528.83,119.35,96.05,6.37,-4.31
348.54,-528.90,119.11,96.02,6.35,-4.28
348.70,-528.97,118.87,95.99,6.34,-4.25
348.85,-529.04,118.63,95.96,6.32,-4.22
348.98,-529.08,118.37,95.92,6.30,-4.19
349.12,-529.12,118.11,95.89,6.28,-4.16
349.26,-529.15,117.86,95.86,6.26,-4.13
349.39,-529.19,117.60,95.83,6.24,-4.11
349.53,-529.22,117.34,95.80,6.22,-4.08
349.67,-529.26,117.09,95.76,6.20,-4.05
349.80,-529.29,116.83,95.73,6.18,-4.02
349.94,-529.33,116.57,95.70,6.16,-4.00
350.08,-529.36,116.31,95.67,6.14,-3.97
350.21,-529.40,116.06,95.64,6.11,-3.94
350.35,-529.44,115.80,95.61,6.09,-3.91
350.49,-529.47,115.54,95.57,6.07,-3.89
350.62,-529.51,115.29,95.54,6.05,-3.86
350.76,-529.54,115.03,95.51,6.03,-3.83
350.90,-529.58,114.77,95.48,6.01,-3.80
351.03,-529.61,114.52,95.45,5.99,-3.78
351.17,-529.65,114.26,95.41,5.97,-3.75
351.31,-529.69,114.00,95.38,5.95,-3.72
351.44,-529.72,113.75,95.35,5.93,-3.69
351.58,-529.76,113.49,95.32,5.91,-3.67
351.72,-529.79,113.23,95.29,5.89,-3.64
351.85,-529.83,112.97,95.26,5.87,-3.61
351.99,-529.86,112.72,95.22,5.85,-3.58
352.11,-529.86,112.44,95.19,5.83,-3.56
352.23,-529.86,112.17,95.16,5.80,-3.54
352.35,-529.86,111.90,95.13,5.78,-3.52
352.47,-529.85,111.62,95.10,5.76,-3.50
352.59,-529.85,111.35,95.07,5.73,-3.48
352.71,-529.85,111.08,95.04,5.71,-3.46
352.83,-529.85,110.80,95.01,5.68,-3.44
352.95,-529.85,110.53,94.98,5.66,-3.42
353.07,-529.84,110.26,94.95,5.64,-3.40
353.19,-529.84,109.98,94.92,5.61,-3.37
353.31,-529.84,109.71,94.89,5.59,-3.35
353.43,-529.84,109.44,94.86,5.57,-3.33
353.55,-529.83,109.16,94.83,5.54,-3.31
353.67,-529.83,108.89,94.80,5.52,-3.29
353.79,-529.83,108.61,94.76,5.50,-3.27
353.91,-529.83,108.34,94.73,5.47,-3.25
354.03,-529.82,108.07,94.70,5.45,-3.23
354.15,-529.82,107.79,94.67,5.42,-3.21
354.27,-529.82,107.52,94.64,5.40,-3.19
354.39,-529.82,107.25,94.61,5.38,-3.17
354.51,-529.82,106.97,94.58,5.35,-3.14
354.63,-529.81,106.70,94.55,5.33,-3.12
354.75,-529.81,106.43,94.52,5.31,-3.10
354.85,-529.77,106.15,94.49,5.28,-3.09
354.95,-529.73,105.87,94.46,5.25,-3.08
355.04,-529.68,105.59,94.44,5.23,-3.07
355.14,-529.64,105.31,94.41,5.20,-3.05
355.24,-529.60,105.03,94.38,5.18,-3.04
355.34,-529.56,104.75,94.35,5.15,-3.03
355.43,-529.52,104.47,94.32,5.12,-3.02
355.53,-529.47,104.19,94.30,5.10,-3.00
355.63,-529.43,103.91,94.27,5.07,-2.99
355.73,-529.39,103.63,94.24,5.04,-2.98
355.82,-529.35,103.36,94.21,5.02,-2.97
355.92,-529.31,103.08,94.18,4.99,-2.95
356.02,-529.26,102.80,94.15,4.97,-2.94
356.12,-529.22,102.52,94.13,4.94,-2.93
356.22,-529.18,102.24,94.10,4.91,-2.92
356.31,-529.14,101.96,94.07,4.89,-2.91
356.41,-529.10,101.68,94.04,4.86,-2.89
356.51,-529.05,101.40,94.01,4.84,-2.88
356.61,-529.01,101.12,93.99,4.81,-2.87
356.70,-528.97,100.84,93.96,4.78,-2.86
356.80,-528.93,100.56,93.93,4.76,-2.84
356.90,-528.89,100.29,93.90,4.73,-2.83
357.00,-528.84,100.01,93.87,4.70,-2.82
357.09,-528.80,99.73,93.85,4.68,-2.81
357.17,-528.72,99.45,93.82,4.65,-2.80
357.24,-528.64,99.18,93.80,4.62,-2.80
357.31,-528.57,98.90,93.77,4.59,-2.80
357.39,-528.49,98.63,93.75,4.57,-2.79
357.46,-528.41,98.36,93.72,4.54,-2.79
357.53,-528.33,98.08,93.70,4.51,-2.79
357.60,-528.25,97.81,93.67,4.48,-2.78
357.68,-528.17,97.53,93.65,4.46,-2.78
357.75,-528.09,97.26,93.62,4.43,-2.78
357.82,-528.02,96.98,93.60,4.40,-2.77
357.90,-527.94,96.71,93.57,4.37,-2.77
357.97,-527.86,96.44,93.55,4.34,-2.77
358.04,-527.78,96.16,93.52,4.32,-2.76
358.12,-527.70,95.89,93.50,4.29,-2.76
358.19,-527.62,95.61,93.48,4.26,-2.76
358.26,-527.54,95.34,93.45,4.23,-2.76
358.33,-527.46,95.06,93.43,4.21,-2.75
358.41,-527.39,94.79,93.40,4.18,-2.75
358.48,-527.31,94.52,93.38,4.15,-2.75
358.55,-527.23,94.24,93.35,4.12,-2.74
358.63,-527.15,93.97,93.33,4.09,-2.74
358.70,-527.07,93.69,93.30,4.07,-2.74
358.77,-526.99,93.42,93.28,4.04,-2.73
358.84,-526.91,93.15,93.25,4.01,-2.73
358.92,-526.84,92.87,93.23,3.98,-2.73
358.99,-526.76,92.60,93.20,3.96,-2.72
359.04,-526.64,92.32,93.18,3.93,-2.73
359.09,-526.53,92.05,93.16,3.90,-2.74
359.14,-526.42,91.78,93.14,3.87,-2.74
359.19,-526.30,91.51,93.12,3.84,-2.75
359.24,-526.19,91.24,93.10,3.81,-2.75
359.29,-526.07,90.97,93.07,3.78,-2.76
359.34,-525.96,90.69,93.05,3.75,-2.77
359.39,-525.85,90.42,93.03,3.72,-2.77
359.44,-525.73,90.15,93.01,3.69,-2.78
359.49,-525.62,89.88,92.99,3.66,-2.78
359.54,-525.51,89.61,92.97,3.63,-2.79
359.59,-525.39,89.34,92.95,3.60,-2.80
359.64,-525.28,89.06,92.92,3.57,-2.80
359.69,-525.17,88.79,92.90,3.54,-2.81
359.74,-525.05,88.52,92.88,3.51,-2.81
359.79,-524.94,88.25,92.86,3.48,-2.82
359.84,-524.82,87.98,92.84,3.45,-2.83
359.89,-524.71,87.70,92.82,3.42,-2.83
359.94,-524.60,87.43,92.79,3.39,-2.84
359.99,-524.48,87.16,92.77,3.36,-2.84
360.04,-524.37,86.89,92.75,3.33,-2.85
360.09,-524.26,86.62,92.73,3.30,-2.86
